Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age Reliability,Age Relevance,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender Reliability,Gender Relevance,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Education Reliability,Education Relevance,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Work History Reliability,Work History Relevance,Work History Privacy,Work History Volitionality,Work History Causes Outcome,Work History Causes Cycle,Work History Causes Disparity,Work History Caused by Group,Skills Reliability,Skills Relevance,Skills Privacy,Skills Volitionality,Skills Causes Outcome,Skills Causes Cycle,Skills Causes Disparity,Skills Caused by Group,Disability Reliability,Disability Relevance,Disability Privacy,Disability Volitionality,Disability Causes Outcome,Disability Causes Cycle,Disability Causes Disparity,Disability Caused by Group,Time Unemployed Reliability,Time Unemployed Relevance,Time Unemployed Privacy,Time Unemployed Volitionality,Time Unemployed Causes Outcome,Time Unemployed Causes Cycle,Time Unemployed Causes Disparity,Time Unemployed Caused by Group,Residence Reliability,Residence Relevance,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,Reason Reliability,Reason Relevance,Reason Privacy,Reason Volitionality,Reason Causes Outcome,Reason Causes Cycle,Reason Causes Disparity,Reason Caused by Group,Initiative Reliability,Initiative Relevance,Initiative Privacy,Initiative Volitionality,Initiative Causes Outcome,Initiative Causes Cycle,Initiative Causes Disparity,Initiative Caused by Group
1192,1414,18-29,Associate or Diploma,Female,,50000-75000,false,false,true,true,false,,unem,fairness first,Agree,,Strongly Agree,Neutral,Agree,Agree,Neutral,Neutral,Somewhat Agree,,Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,,Somewhat Agree,Somewhat Agree,Neutral,Agree,Agree,Neutral,Somewhat Agree,,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,,Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Disagree,Somewhat Agree,,Somewhat Agree,Agree,Strongly Agree,Neutral,Somewhat Disagree,Neutral,Neutral,,Neutral,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Neutral,,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,,Agree,Agree,Strongly Agree,Neutral,Somewhat Disagree,Neutral
1193,2089,30-39,High School,Female,,50000-75000,false,false,false,true,false,,unem,properties first,Strongly Agree,,Somewhat Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,,Neutral,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Agree,,Somewhat Disagree,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,,Somewhat Disagree,Somewhat Disagree,Agree,Strongly Agree,Agree,Agree,Somewhat Disagree,,Somewhat Disagree,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Agree,,Agree,Disagree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Strongly Disagree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,,Somewhat Disagree,Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree
1194,2083,30-39,Bachelor,Female,,>100000,false,false,true,false,false,,unem,properties first,Disagree,,Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Disagree,,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Neutral,Agree,Strongly Agree,,Strongly Disagree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,,Strongly Disagree,Strongly Agree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Agree,,Somewhat Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,,Strongly Agree,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1195,1107,30-39,Graduate,Male,,75000-100000,false,false,true,false,false,,unem,properties first,Somewhat Agree,,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree
1196,3046,18-29,Bachelor,Male,,75000-100000,false,false,true,false,false,,unem,fairness first,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Disagree,,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Strongly Agree,,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Disagree,,Strongly Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,,Neutral,Neutral,Neutral,,Neutral,Neutral
1197,709,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,unem,properties first,Strongly Disagree,,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Strongly Disagree,,Neutral,Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Strongly Disagree,,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Disagree,Strongly Disagree,,Neutral,Neutral,Agree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,,Neutral,Agree,Agree,Neutral,Neutral,Disagree,Strongly Disagree,,Neutral,Disagree,Agree,Agree,Agree,Neutral,Strongly Disagree,,Neutral,Neutral,Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Disagree,Strongly Disagree,,Neutral,Agree,Somewhat Agree,Neutral,Neutral,Disagree,Strongly Disagree,,Neutral,Agree,Somewhat Agree,Neutral,Neutral,Strongly Disagree
1198,569,30-39,Bachelor,Male,,75000-100000,false,false,false,true,true,,unem,properties first,Strongly Agree,,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Disagree,Strongly Agree,Strongly Agree,Agree,,Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,,Somewhat Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Somewhat Disagree,Agree,,Disagree,Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,,Somewhat Disagree,Agree,Strongly Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,,Somewhat Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,,Somewhat Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,,Somewhat Disagree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree
1199,1187,18-29,High School,Male,,75000-100000,false,false,false,false,true,,unem,properties first,Strongly Agree,,Somewhat Disagree,Somewhat Agree,Neutral,Disagree,Disagree,Somewhat Disagree,Disagree,,Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,,Somewhat Disagree,Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Strongly Agree,,Neutral,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,,Agree,Neutral,Neutral,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,,Neutral,Agree,Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Agree,,Somewhat Agree,Strongly Agree,Neutral,Disagree,Disagree,Somewhat Agree,Agree,,Somewhat Agree,Somewhat Agree,Disagree,Agree,Neutral,Somewhat Disagree,Strongly Agree,,Agree,Agree,Disagree,Disagree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,,Strongly Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree
1200,3449,30-39,Graduate,Female,,75000-100000,false,true,false,false,false,,unem,fairness first,Agree,,Disagree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,,Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,,Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,,Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral
1201,1813,18-29,Bachelor,Female,,50000-75000,false,false,false,true,false,,unem,fairness first,Strongly Agree,,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Strongly Disagree,,Disagree,Neutral,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,,Somewhat Disagree,Somewhat Disagree,Agree,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Disagree,,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Agree,,Neutral,Neutral,Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,,Agree,Neutral,Somewhat Agree,Agree,Agree,Agree,Strongly Disagree,,Agree,Neutral,Somewhat Agree,Neutral,Agree,Neutral,Disagree,,Somewhat Agree,Somewhat Disagree,Agree,Agree,Agree,Agree
1202,2876,30-39,Bachelor,Female,,<25000,false,false,false,true,false,,unem,fairness first,Agree,,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,,Somewhat Agree,Disagree,Agree,Agree,Agree,Agree,Agree,,Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,,Agree,Somewhat Agree,Agree,Somewhat Disagree,Agree,Agree,Disagree,,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,,Disagree,Agree,Somewhat Agree,Disagree,Disagree,Disagree
1203,2829,30-39,Bachelor,Male,,<25000,false,false,false,false,true,,unem,fairness first,Strongly Agree,,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Agree,,Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,,Neutral,Agree,Agree,Disagree,Neutral,Somewhat Agree,Agree,,Somewhat Disagree,Agree,Neutral,Disagree,Disagree,Somewhat Agree,Agree,,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Agree,,Agree,Disagree,Strongly Agree,Somewhat Disagree,Neutral,Disagree,Agree,,Disagree,Agree,Agree,Agree,Disagree,Somewhat Disagree,Somewhat Agree,,Agree,Neutral,Agree,Agree,Somewhat Agree,Agree,Disagree,,Neutral,Agree,Agree,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,,Disagree,Agree,Agree,Strongly Disagree,Disagree,Neutral
1204,594,18-29,High School,Male,,<25000,false,false,false,false,true,,unem,properties first,Agree,,Disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Agree,,Strongly Disagree,Somewhat Disagree,Disagree,Disagree,Neutral,Disagree,Agree,,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Agree,,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Disagree,Agree,,Somewhat Agree,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Neutral,Disagree,,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Agree,Strongly Disagree,,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,,Neutral,Agree,Disagree,Disagree,Disagree,Strongly Disagree
1205,2524,18-29,Associate or Diploma,Female,,25000-50000,false,false,true,false,false,,unem,fairness first,Neutral,,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Neutral,,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Neutral,,Somewhat Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Neutral,,Agree,Somewhat Agree,Agree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,,Neutral,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Agree,,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Neutral,,Somewhat Agree,Agree,Neutral,Strongly Agree,Neutral,Somewhat Agree
1206,1759,18-29,Bachelor,Female,,<25000,false,false,false,false,true,WHITE,unem,fairness first,Somewhat Disagree,,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Agree,Somewhat Disagree,,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Agree,Somewhat Disagree,,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Agree,Somewhat Disagree,,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Agree,Disagree,,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Agree,Disagree,,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Agree,Somewhat Disagree,,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,,Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral
1207,1625,40-49,High School,Female,,<25000,false,false,false,true,false,,unem,properties first,Strongly Agree,,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,,Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,Agree,,Somewhat Disagree,Agree,Agree,Agree,Somewhat Agree,Disagree,Agree,,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Strongly Agree,,Somewhat Agree,Agree,Neutral,Neutral,Disagree,Disagree,Strongly Agree,,Somewhat Agree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Agree,,Somewhat Agree,Agree,Agree,Agree,Disagree,Somewhat Disagree,Strongly Agree,,Neutral,Strongly Agree,Neutral,Neutral,Somewhat Disagree,Disagree,Somewhat Agree,,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Agree,Agree,Agree,Disagree,Somewhat Disagree
1208,1345,60-69,High School,Female,,25000-50000,false,false,false,true,false,,unem,fairness first,Strongly Agree,,Agree,Disagree,Agree,Agree,Agree,Disagree,Somewhat Agree,,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,,Neutral,Disagree,Agree,Agree,Neutral,Agree,Agree,,Somewhat Disagree,Disagree,Agree,Agree,Agree,Agree,Somewhat Disagree,,Disagree,Disagree,Agree,Agree,Neutral,Somewhat Agree,Agree,,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,,Strongly Disagree,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Neutral,,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,,Neutral,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree
1209,795,50-59,Bachelor,Female,,50000-75000,false,false,false,true,false,,unem,fairness first,Agree,,Agree,Strongly Disagree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,,Strongly Agree,Somewhat Disagree,Agree,Agree,Agree,Agree,Agree,,Strongly Disagree,Agree,Strongly Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Somewhat Agree,,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Agree,,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Disagree
1210,383,30-39,Graduate,Male,,50000-75000,false,false,false,true,false,,unem,fairness first,Agree,,Somewhat Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Neutral,Strongly Disagree,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Agree,,Somewhat Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,,Neutral,Somewhat Agree,Agree,Agree,Disagree,Disagree,Agree,,Disagree,,Disagree,Disagree,Neutral,Disagree,Somewhat Agree,,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Strongly Agree,,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Disagree,,Somewhat Agree,Agree,Somewhat Agree,Neutral,Disagree,Disagree,Somewhat Agree,,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Disagree
1211,677,30-39,Bachelor,Male,,25000-50000,false,false,true,false,false,,unem,properties first,Disagree,,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,,Agree,Somewhat Agree,Disagree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,,Agree,Agree,Somewhat Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,,Somewhat Agree,Strongly Agree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,,Disagree,Strongly Agree,Agree,Somewhat Disagree,Agree,Strongly Agree,Somewhat Agree,,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree
1212,1534,40-49,High School,Male,,25000-50000,false,false,false,true,false,,unem,properties first,Strongly Agree,,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Agree,,Disagree,Agree,Agree,Somewhat Disagree,Agree,Somewhat Disagree,Strongly Agree,,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Agree,,Strongly Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,,Strongly Disagree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,,Agree,Disagree,Disagree,Somewhat Disagree,Neutral,Neutral,Disagree,,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,,Neutral,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree
1213,3547,30-39,Bachelor,Female,,25000-50000,false,false,false,true,false,,unem,properties first,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Neutral,,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Neutral,,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree
1214,1839,18-29,Associate or Diploma,Male,,50000-75000,false,false,false,true,false,,unem,properties first,Agree,,Disagree,Strongly Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Agree,,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,,Somewhat Disagree,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,,Somewhat Disagree,Neutral,Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,,Disagree,Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,,Disagree,Somewhat Agree,Disagree,Somewhat Disagree,Disagree,Neutral
1215,455,50-59,Bachelor,Female,,50000-75000,false,false,false,true,false,,unem,properties first,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Neutral,,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Neutral,,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree
