Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Loan Amount,Loan Amount Reliability,Loan Amount Privacy,Loan Amount Volitionality,Loan Amount Causes Outcome,Loan Amount Causes Cycle,Loan Amount Causes Disparity,Loan Amount Caused by Group,Income,Income Reliability,Income Privacy,Income Volitionality,Income Causes Outcome,Income Causes Cycle,Income Causes Disparity,Income Caused by Group,Age,Age Reliability,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender,Gender Reliability,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Marital and Family,Marital and Family Reliability,Marital and Family Privacy,Marital and Family Volitionality,Marital and Family Causes Outcome,Marital and Family Causes Cycle,Marital and Family Causes Disparity,Marital and Family Caused by Group,Dependents,Dependents Reliability,Dependents Privacy,Dependents Volitionality,Dependents Causes Outcome,Dependents Causes Cycle,Dependents Causes Disparity,Dependents Caused by Group,Education,Education Reliability,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Employment,Employment Reliability,Employment Privacy,Employment Volitionality,Employment Causes Outcome,Employment Causes Cycle,Employment Causes Disparity,Employment Caused by Group,Credit,Credit Reliability,Credit Privacy,Credit Volitionality,Credit Causes Outcome,Credit Causes Cycle,Credit Causes Disparity,Credit Caused by Group,Property,Property Reliability,Property Privacy,Property Volitionality,Property Causes Outcome,Property Causes Cycle,Property Causes Disparity,Property Caused by Group
1524,1145,30-39,Graduate,Female,,50000-75000,false,false,true,true,false,,loan,fairness first,Very Fair,Strongly Agree,Strongly Disagree,Agree,,Disagree,Disagree,Disagree,Very Fair,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Agree,,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Unfair,Somewhat Agree,Disagree,Agree,Strongly Disagree,Somewhat Agree,Agree,Agree,Fair,Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Fair,Neutral,Somewhat Disagree,Somewhat Disagree,Agree,Neutral,Somewhat Disagree,Disagree,Somewhat Unfair,Somewhat Disagree,Neutral,Somewhat Agree,Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Very Fair,Somewhat Agree,Disagree,Neutral,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Very Fair,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Fair,Agree,Disagree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Disagree
1525,1845,30-39,Bachelor,Female,,25000-50000,false,true,false,false,false,,loan,fairness first,Very Fair,Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Very Fair,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Fair,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Very Fair,Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Very Fair,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,Fair,Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Very Fair,Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree
1526,802,40-49,Bachelor,Male,,>100000,false,false,false,true,false,,loan,properties first,Very Fair,Agree,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Very Fair,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Unfair,Agree,Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Unfair,Strongly Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Somewhat Unfair,Somewhat Agree,Neutral,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Agree,Neutral,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Unfair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Very Fair,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Very Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Neutral,Disagree,Disagree,Fair,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Disagree
1527,2526,40-49,Bachelor,Male,,75000-100000,false,true,false,false,false,,loan,fairness first,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Unfair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Fair,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Unfair,Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Fair,Agree,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral
1528,899,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,loan,properties first,Very Fair,Strongly Agree,Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Somewhat Agree,Agree,Somewhat Disagree,Strongly Agree,Agree,Somewhat Agree,Agree,Very Unfair,Agree,Agree,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Very Unfair,Somewhat Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Unfair,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Strongly Agree,Agree,Somewhat Disagree,Very Unfair,Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Agree,Agree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Unfair,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree
1529,1895,18-29,Graduate,Male,,75000-100000,false,false,false,false,true,,loan,fairness first,Very Fair,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Very Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Very Fair,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree
1530,1091,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,loan,fairness first,Very Fair,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Fair,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Very Fair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1531,1030,40-49,Bachelor,Female,,75000-100000,false,false,false,true,false,,loan,properties first,Fair,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Fair,Neutral,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Disagree,Somewhat Unfair,Agree,Disagree,Disagree,Neutral,Neutral,Somewhat Disagree,Disagree,Unfair,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Neutral,Somewhat Agree,Disagree,Somewhat Unfair,Somewhat Agree,Neutral,Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Unfair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Unfair,Agree,Somewhat Disagree,Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,,Somewhat Agree,Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Unfair,Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree
1532,556,30-39,Bachelor,Female,,>100000,false,false,false,true,false,,loan,fairness first,Very Fair,Somewhat Agree,Disagree,Disagree,Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Disagree,Agree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Unfair,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Unfair,Agree,Disagree,Strongly Agree,Somewhat Agree,Agree,Neutral,Disagree,Fair,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Agree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Somewhat Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Disagree,Fair,Agree,Strongly Agree,Somewhat Agree,Disagree,Agree,Disagree,Strongly Disagree,Somewhat Unfair,Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree
1533,983,40-49,Associate or Diploma,Male,,75000-100000,false,false,false,false,true,,loan,properties first,Unfair,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Unfair,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Unfair,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Unfair,Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Fair,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Neutral,Somewhat Disagree,Agree,Fair,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Fair,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Unfair,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree
1534,282,60-69,Graduate,Male,,25000-50000,false,true,false,false,false,,loan,properties first,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Unfair,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Very Fair,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree
1535,804,30-39,Bachelor,Male,,50000-75000,false,true,false,false,false,,loan,fairness first,Somewhat Unfair,Strongly Agree,Neutral,Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Fair,Neutral,Agree,Strongly Agree,Neutral,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Fair,Strongly Agree,Neutral,Agree,Disagree,Neutral,Strongly Disagree,Agree,Somewhat Fair,Agree,Neutral,Agree,Somewhat Disagree,Somewhat Agree,Agree,Disagree,Fair,Agree,Neutral,Agree,Somewhat Disagree,Agree,Neutral,Agree,Somewhat Unfair,Somewhat Agree,Neutral,Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Unfair,Agree,Disagree,Neutral,Strongly Agree,Somewhat Disagree,Agree,Disagree,Neutral,Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Fair,Agree,Somewhat Disagree,Somewhat Agree,Disagree,Agree,Somewhat Disagree,Somewhat Agree,Very Fair,Agree,Somewhat Disagree,Agree,Neutral,Disagree,Agree,Neutral
1536,860,30-39,Bachelor,Female,,25000-50000,false,false,true,false,false,,loan,properties first,Somewhat Unfair,Neutral,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Fair,Neutral,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Fair,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Fair,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Fair,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Fair,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Fair,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Fair,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree
1537,1721,18-29,Bachelor,Male,,75000-100000,false,false,false,true,false,,loan,fairness first,Fair,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Disagree,Somewhat Disagree,Fair,Somewhat Disagree,Somewhat Agree,Agree,Agree,Agree,Somewhat Disagree,Neutral,Unfair,Strongly Agree,Somewhat Disagree,Strongly Disagree,Disagree,Somewhat Agree,Agree,Strongly Agree,Very Unfair,Strongly Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Somewhat Unfair,Strongly Agree,Somewhat Disagree,Agree,Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Strongly Agree,Disagree,Agree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Neutral,Strongly Agree,Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Very Fair,Agree,Somewhat Disagree,Agree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Fair,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Neutral,Somewhat Fair,Agree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Agree
1538,1854,30-39,Graduate,Female,,<25000,false,true,false,false,false,,loan,properties first,Somewhat Unfair,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Fair,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Neutral,Very Fair,Neutral,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Very Fair,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Fair,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Fair,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Fair,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Neutral,Fair,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral
1539,2143,30-39,Graduate,Male,,>100000,false,false,false,true,false,,loan,properties first,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Agree,Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Somewhat Unfair,Somewhat Agree,Disagree,Somewhat Agree,,Disagree,Disagree,Disagree,Neutral,Somewhat Agree,Agree,,Disagree,Disagree,Disagree,Disagree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Neutral,Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Neutral,Neutral,Fair,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Fair,Somewhat Agree,Agree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
1540,2826,40-49,High School,Male,,<25000,false,false,false,true,false,,loan,properties first,Very Fair,Agree,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Disagree,Disagree,Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Disagree,Neutral,Agree,Somewhat Disagree,Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Very Fair,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Fair,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Fair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree
1541,891,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,loan,fairness first,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
1542,2756,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,loan,properties first,Somewhat Unfair,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Unfair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Fair,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Fair,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Fair,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree
1543,861,18-29,Bachelor,Male,,<25000,false,true,false,false,false,,loan,properties first,Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Fair,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Very Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Fair,Somewhat Agree,Neutral,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Fair,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Very Fair,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Fair,Agree,Somewhat Agree,Neutral,,Agree,Somewhat Agree,Agree,Very Fair,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree
1544,2736,18-29,Bachelor,Male,,<25000,false,false,false,true,false,,loan,properties first,Fair,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Fair,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Very Unfair,Neutral,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Very Unfair,Neutral,Agree,Neutral,Disagree,Agree,Agree,Agree,Unfair,Neutral,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Agree,Neutral,Neutral,Neutral,Unfair,Neutral,Agree,Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Fair,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Very Fair,Agree,Neutral,Disagree,Agree,Disagree,Neutral,Neutral,Fair,Agree,Neutral,Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree
1545,1444,18-29,Graduate,Male,,>100000,false,true,false,false,false,,loan,fairness first,Fair,Agree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Fair,Agree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Unfair,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Unfair,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Fair,Agree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Fair,Agree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Fair,Agree,Neutral,Agree,Agree,Agree,Disagree,Disagree
1546,1047,30-39,Graduate,Female,,<25000,false,false,false,false,false,INDIAN,loan,properties first,Very Fair,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Very Fair,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Very Fair,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Very Fair,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Very Fair,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Very Fair,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Very Fair,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Very Fair,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Very Fair,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Very Fair,Agree,Agree,Agree,Agree,Agree,Agree,Agree
