Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Child Demographics,Child Demographics Reliability,Child Demographics Accuracy,Child Demographics Privacy,Child Demographics Volitionality,Child Demographics Causes Outcome,Child Demographics Causes Cycle,Child Demographics Causes Disparity,Child Demographics Caused by Group,Child CPS,Child CPS Reliability,Child CPS Accuracy,Child CPS Privacy,Child CPS Volitionality,Child CPS Causes Outcome,Child CPS Causes Cycle,Child CPS Causes Disparity,Child CPS Caused by Group,Child Justice,Child Justice Reliability,Child Justice Accuracy,Child Justice Privacy,Child Justice Volitionality,Child Justice Causes Outcome,Child Justice Causes Cycle,Child Justice Causes Disparity,Child Justice Caused by Group,Child Welfare,Child Welfare Reliability,Child Welfare Accuracy,Child Welfare Privacy,Child Welfare Volitionality,Child Welfare Causes Outcome,Child Welfare Causes Cycle,Child Welfare Causes Disparity,Child Welfare Caused by Group,Parent Demographics,Parent Demographics Reliability,Parent Demographics Accuracy,Parent Demographics Privacy,Parent Demographics Volitionality,Parent Demographics Causes Outcome,Parent Demographics Causes Cycle,Parent Demographics Causes Disparity,Parent Demographics Caused by Group,Parent Welfare,Parent Welfare Reliability,Parent Welfare Accuracy,Parent Welfare Privacy,Parent Welfare Volitionality,Parent Welfare Causes Outcome,Parent Welfare Causes Cycle,Parent Welfare Causes Disparity,Parent Welfare Caused by Group,Perp Demographics,Perp Demographics Reliability,Perp Demographics Accuracy,Perp Demographics Privacy,Perp Demographics Volitionality,Perp Demographics Causes Outcome,Perp Demographics Causes Cycle,Perp Demographics Causes Disparity,Perp Demographics Caused by Group,Perp Welfare,Perp Welfare Reliability,Perp Welfare Accuracy,Perp Welfare Privacy,Perp Welfare Volitionality,Perp Welfare Causes Outcome,Perp Welfare Causes Cycle,Perp Welfare Causes Disparity,Perp Welfare Caused by Group,All CPS,All CPS Reliability,All CPS Accuracy,All CPS Privacy,All CPS Volitionality,All CPS Causes Outcome,All CPS Causes Cycle,All CPS Causes Disparity,All CPS Caused by Group,All Health,All Health Reliability,All Health Accuracy,All Health Privacy,All Health Volitionality,All Health Causes Outcome,All Health Causes Cycle,All Health Causes Disparity,All Health Caused by Group
1929,574,30-39,Bachelor,Female,,25000-50000,false,false,false,true,false,,cps,properties first,Neutral,Disagree,Neutral,Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Disagree,Neutral,Disagree,Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Fair,Disagree,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Fair,Disagree,Neutral,Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Disagree,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral
1930,1922,30-39,Graduate,Male,,50000-75000,false,false,true,false,false,,cps,properties first,Very Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Fair,Strongly Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Very Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Very Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Very Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Very Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Very Fair,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree
1931,1828,30-39,Bachelor,Female,,25000-50000,false,true,false,false,false,,cps,properties first,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Fair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Somewhat Agree,Strongly Agree,Strongly Agree,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Agree,,Agree,Somewhat Agree,Agree,Fair,Agree,Strongly Agree,Strongly Agree,,Agree,Agree,Strongly Agree,Strongly Agree,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Strongly Agree
1932,952,40-49,Bachelor,Male,,75000-100000,false,false,false,true,false,,cps,fairness first,Neutral,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Agree,Neutral,Fair,Agree,Somewhat Agree,Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,,Agree,Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Unfair,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Neutral,Unfair,Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Neutral,Agree,Agree,Agree,Unfair,Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Agree,Agree,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Disagree
1933,562,18-29,Bachelor,Male,,75000-100000,false,false,false,true,false,,cps,fairness first,Very Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Fair,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Very Fair,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Fair,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Strongly Agree
1934,3082,30-39,Bachelor,Male,,75000-100000,false,false,false,true,false,,cps,properties first,Very Unfair,Agree,Agree,Strongly Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Fair,Somewhat Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Very Unfair,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Very Unfair,Agree,Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Very Fair,Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Unfair,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Somewhat Agree,Fair,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Fair,Agree,Agree,Strongly Agree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree
1935,2233,18-29,High School,Male,,25000-50000,false,false,false,true,false,,cps,properties first,Neutral,Agree,Somewhat Agree,Agree,Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Somewhat Fair,Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Unfair,Agree,Somewhat Agree,Agree,Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Unfair,Agree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Somewhat Fair,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Fair,Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Agree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Neutral,Agree,Strongly Agree
1936,941,50-59,Bachelor,Male,,50000-75000,false,true,false,false,false,,cps,fairness first,Fair,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Fair,Neutral,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Fair,Agree,Agree,Agree,Somewhat Agree,Agree,Disagree,Agree,Agree,Fair,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Neutral,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Fair,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree
1937,784,18-29,Bachelor,Male,,25000-50000,false,false,false,true,false,,cps,fairness first,Fair,Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Disagree,Fair,Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Disagree,Somewhat Disagree,Strongly Disagree,Neutral,Disagree,Neutral,Disagree,Somewhat Agree,Agree,Neutral,Disagree,Disagree,Neutral,Somewhat Disagree,Agree,Neutral,Neutral,Disagree,Agree,Strongly Agree,Somewhat Agree,Fair,Neutral,Agree,Disagree,Disagree,Neutral,Somewhat Agree,Neutral,Agree,Very Fair,Agree,Agree,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Unfair,Neutral,Agree,Agree,Somewhat Agree,Disagree,Somewhat Disagree,Agree,Agree,Fair,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree
1938,1591,30-39,Associate or Diploma,Male,,50000-75000,false,false,false,true,false,,cps,fairness first,Somewhat Fair,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Disagree,Neutral,Neutral,Agree,Fair,Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Agree,Agree,Somewhat Disagree,Fair,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Unfair,Neutral,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Neutral,Neutral,Agree,,Somewhat Agree,Agree,Neutral,Agree,Somewhat Disagree,Agree,Agree,Neutral,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Very Fair,Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Somewhat Agree,Agree,Agree,Agree,Neutral,Fair,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Agree,Neutral
1939,3074,30-39,High School,Male,,25000-50000,false,false,false,true,false,,cps,fairness first,Very Unfair,Somewhat Agree,Somewhat Disagree,Agree,Neutral,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Somewhat Disagree,Disagree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
1940,1851,30-39,Bachelor,Male,,25000-50000,false,false,true,false,false,,cps,fairness first,Very Unfair,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Disagree,Unfair,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Somewhat Unfair,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Somewhat Disagree,Disagree,Somewhat Unfair,Strongly Agree,Strongly Agree,Disagree,Agree,,Somewhat Disagree,Disagree,Disagree,Very Unfair,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Somewhat Disagree,Disagree,,Strongly Disagree,Agree,Somewhat Agree,Disagree,Strongly Disagree,Very Fair,Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Fair,Agree,Strongly Agree,Disagree,Agree,,,Disagree,Somewhat Disagree,Fair,Strongly Disagree,Disagree,Agree,Somewhat Disagree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Fair,Disagree,Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Agree
1941,1348,30-39,High School,Male,,>100000,false,false,false,true,false,,cps,fairness first,Very Unfair,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Neutral,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Unfair,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Neutral,Neutral,Neutral,Fair,Strongly Disagree,Strongly Disagree,Agree,Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Very Unfair,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Fair,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Very Unfair,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Disagree,Somewhat Fair,Neutral,Somewhat Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Disagree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Fair,Strongly Disagree,Strongly Disagree,Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral
1942,667,40-49,Associate or Diploma,Male,,<25000,false,false,false,true,false,,cps,fairness first,Somewhat Unfair,Somewhat Agree,Neutral,Neutral,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Disagree,Neutral,Fair,Somewhat Agree,Neutral,Strongly Agree,Disagree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Agree,Disagree,Neutral,Strongly Agree,Neutral,Neutral,Fair,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Agree,Disagree,Neutral,Strongly Agree,Neutral,Neutral,Fair,Somewhat Disagree,Somewhat Disagree,Agree,Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Very Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Neutral,Neutral,Very Fair,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1943,2639,50-59,Bachelor,Female,,<25000,false,false,false,true,false,,cps,properties first,Somewhat Fair,Agree,Neutral,Somewhat Agree,Neutral,Disagree,Agree,Agree,Somewhat Agree,Fair,Agree,Agree,Agree,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Agree,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Agree,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,Agree,Agree,Neutral,Somewhat Disagree,Agree,Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Agree,Agree,Somewhat Agree,Fair,Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Fair,Agree,Agree,Agree,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree
1944,604,40-49,Associate or Diploma,Female,,50000-75000,false,false,false,true,false,,cps,properties first,Somewhat Unfair,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Unfair,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Very Fair,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree
1945,2164,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,cps,fairness first,Fair,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Fair,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Fair,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Fair,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Fair,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree
1946,2232,18-29,High School,Male,,25000-50000,false,false,false,true,false,,cps,fairness first,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Fair,Agree,Neutral,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Fair,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral
1947,2542,18-29,High School,Male,,<25000,false,false,false,true,false,,cps,properties first,Somewhat Unfair,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Fair,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Disagree,Somewhat Agree,,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Fair,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Fair,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree
