Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age,Age Reliability,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender,Gender Reliability,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Marital and Family,Marital and Family Reliability,Marital and Family Privacy,Marital and Family Volitionality,Marital and Family Causes Outcome,Marital and Family Causes Cycle,Marital and Family Causes Disparity,Marital and Family Caused by Group,Employment,Employment Reliability,Employment Privacy,Employment Volitionality,Employment Causes Outcome,Employment Causes Cycle,Employment Causes Disparity,Employment Caused by Group,Credit,Credit Reliability,Credit Privacy,Credit Volitionality,Credit Causes Outcome,Credit Causes Cycle,Credit Causes Disparity,Credit Caused by Group,Education,Education Reliability,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Residence,Residence Reliability,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,History of Health,History of Health Reliability,History of Health Privacy,History of Health Volitionality,History of Health Causes Outcome,History of Health Causes Cycle,History of Health Causes Disparity,History of Health Caused by Group
1638,496,50-59,Bachelor,Male,,>100000,false,false,false,true,true,,ins,fairness first,Somewhat Fair,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Agree,Very Unfair,Disagree,Agree,Agree,Disagree,Somewhat Agree,Agree,Agree,Very Unfair,Disagree,Agree,Strongly Agree,Disagree,Somewhat Agree,Agree,Strongly Agree,Somewhat Unfair,Disagree,Agree,Strongly Agree,Disagree,Somewhat Agree,Agree,Agree,Somewhat Unfair,Disagree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Agree,Strongly Agree,Somewhat Unfair,Disagree,Agree,Strongly Agree,Disagree,Somewhat Agree,Agree,Agree,Somewhat Fair,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Fair,Somewhat Agree,Agree,,Somewhat Agree,Agree,Strongly Agree,Strongly Agree
1639,776,18-29,Graduate,Female,,50000-75000,false,true,false,false,false,,ins,fairness first,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Agree,Strongly Agree,Very Unfair,Agree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Fair,Agree,Disagree,Agree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Fair,Strongly Agree,Neutral,Neutral,Agree,Agree,Somewhat Disagree,Disagree,Neutral,Strongly Agree,Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree
1640,1486,30-39,Bachelor,Female,,75000-100000,false,false,false,true,false,,ins,properties first,Unfair,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Fair,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Fair,Disagree,Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Fair,Neutral,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Agree,Neutral
1641,667,18-29,Graduate,Male,,<25000,false,true,false,true,false,,ins,fairness first,Very Fair,Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Fair,Somewhat Agree,Somewhat Disagree,Strongly Agree,Neutral,Strongly Disagree,Disagree,Disagree,Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Very Fair,Somewhat Agree,Agree,Neutral,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Fair,Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Fair,Agree,Somewhat Agree,Agree,Agree,Neutral,Disagree,Somewhat Agree,Somewhat Fair,Neutral,Strongly Agree,Neutral,Strongly Agree,Somewhat Disagree,Disagree,Somewhat Agree
1642,675,40-49,Bachelor,Female,,75000-100000,false,false,false,true,false,,ins,fairness first,Very Unfair,Agree,Agree,Strongly Disagree,Agree,Neutral,Strongly Agree,Strongly Disagree,Very Unfair,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Very Unfair,Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,Neutral,Very Unfair,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Very Unfair,Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Disagree,Very Unfair,Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Very Unfair,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Very Unfair,Agree,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree
1643,1764,30-39,Associate or Diploma,Male,,25000-50000,false,false,false,true,true,,ins,fairness first,Somewhat Unfair,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Unfair,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral
1644,454,18-29,Graduate,Male,,75000-100000,false,false,false,true,false,,ins,fairness first,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Agree,Agree,Somewhat Agree,Agree,Neutral,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Unfair,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Somewhat Fair,Agree,Neutral,Somewhat Agree,Strongly Agree,Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Unfair,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree
1645,2000,60-69,Bachelor,Male,,50000-75000,false,false,false,true,false,,ins,fairness first,Fair,Agree,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Disagree,Fair,Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Unfair,Agree,Somewhat Disagree,Agree,,Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Neutral,Fair,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Somewhat Fair,,Disagree,Agree,Neutral,Disagree,Somewhat Agree,Neutral,Neutral,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Fair,Somewhat Disagree,Strongly Agree,Disagree,Agree,Neutral,Somewhat Agree,Disagree
1646,647,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,ins,fairness first,Somewhat Fair,Agree,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Agree,Agree,Agree,Unfair,Strongly Agree,Strongly Disagree,Disagree,Somewhat Agree,Neutral,Agree,Agree,Somewhat Fair,Strongly Agree,Disagree,Disagree,Somewhat Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Neutral,Disagree,Strongly Disagree,Neutral,Unfair,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Fair,Agree,Disagree,Neutral,Somewhat Disagree,Agree,Strongly Agree,Somewhat Agree,Fair,Disagree,Strongly Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
1647,481,30-39,Graduate,Female,,>100000,false,false,false,true,false,,ins,fairness first,Somewhat Unfair,Somewhat Agree,Neutral,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Unfair,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Very Unfair,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Unfair,Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Neutral,Neutral,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Disagree,Strongly Agree,Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree
1648,781,30-39,Bachelor,Male,,75000-100000,true,false,false,false,false,,ins,fairness first,Somewhat Fair,Strongly Agree,Agree,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Somewhat Disagree,Neutral,Neutral,Agree,Strongly Agree,Somewhat Fair,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Fair,Disagree,Strongly Agree,Strongly Agree,Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Unfair,Agree,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Unfair,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree
1649,801,30-39,Graduate,Male,,<25000,false,true,false,false,false,,ins,properties first,Very Fair,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,Somewhat Fair,Agree,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Very Fair,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Unfair,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Fair,Neutral,Strongly Agree,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Unfair,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Fair,Disagree,Strongly Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Very Fair,Somewhat Agree,Agree,Disagree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree
1650,2225,18-29,Bachelor,Male,,75000-100000,false,false,false,true,false,,ins,properties first,Fair,Agree,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Fair,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Unfair,Agree,Neutral,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Agree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Neutral,Unfair,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Unfair,Neutral,Agree,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Fair,Somewhat Disagree,Somewhat Agree,Disagree,Agree,Neutral,Agree,Agree
1651,665,40-49,Graduate,Male,,50000-75000,false,false,false,true,false,,ins,fairness first,Somewhat Fair,Strongly Agree,Somewhat Disagree,Strongly Disagree,Agree,Somewhat Disagree,Agree,Agree,Unfair,Agree,Disagree,Somewhat Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Somewhat Disagree,Agree,Disagree,Disagree,Somewhat Disagree,Strongly Disagree,Very Fair,Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Very Fair,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Disagree,Disagree,Somewhat Fair,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Somewhat Disagree,Strongly Agree,Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
1652,1468,40-49,Bachelor,Female,,50000-75000,false,false,false,true,false,,ins,fairness first,Fair,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Unfair,Agree,Somewhat Disagree,Agree,Agree,,Somewhat Agree,Somewhat Agree,Unfair,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Unfair,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Fair,Somewhat Disagree,Somewhat Disagree,,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Fair,Somewhat Disagree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Unfair,Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral
