Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Current Charges,Current Charges Reliability,Current Charges Privacy,Current Charges Volitionality,Current Charges Causes Outcome,Current Charges Causes Cycle,Current Charges Causes Disparity,Current Charges Caused by Group,Criminal History,Criminal History Reliability,Criminal History Privacy,Criminal History Volitionality,Criminal History Causes Outcome,Criminal History Causes Cycle,Criminal History Causes Disparity,Criminal History Caused by Group,Substance Abuse,Substance Abuse Reliability,Substance Abuse Privacy,Substance Abuse Volitionality,Substance Abuse Causes Outcome,Substance Abuse Causes Cycle,Substance Abuse Causes Disparity,Substance Abuse Caused by Group,Employment and Living,Employment and Living Reliability,Employment and Living Privacy,Employment and Living Volitionality,Employment and Living Causes Outcome,Employment and Living Causes Cycle,Employment and Living Causes Disparity,Employment and Living Caused by Group,Personality,Personality Reliability,Personality Privacy,Personality Volitionality,Personality Causes Outcome,Personality Causes Cycle,Personality Causes Disparity,Personality Caused by Group,Criminal Attitudes,Criminal Attitudes Reliability,Criminal Attitudes Privacy,Criminal Attitudes Volitionality,Criminal Attitudes Causes Outcome,Criminal Attitudes Causes Cycle,Criminal Attitudes Causes Disparity,Criminal Attitudes Caused by Group,Neighbourhood,Neighbourhood Reliability,Neighbourhood Privacy,Neighbourhood Volitionality,Neighbourhood Causes Outcome,Neighbourhood Causes Cycle,Neighbourhood Causes Disparity,Neighbourhood Caused by Group,Friends and Family,Friends and Family Reliability,Friends and Family Privacy,Friends and Family Volitionality,Friends and Family Causes Outcome,Friends and Family Causes Cycle,Friends and Family Causes Disparity,Friends and Family Caused by Group,Social Life,Social Life Reliability,Social Life Privacy,Social Life Volitionality,Social Life Causes Outcome,Social Life Causes Cycle,Social Life Causes Disparity,Social Life Caused by Group,Education,Education Reliability,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group
1125,943,18-29,Bachelor,Male,,>100000,false,false,false,true,false,,rec,fairness first,Very Fair,Strongly Agree,Somewhat Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Very Fair,Strongly Agree,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Fair,Somewhat Disagree,Neutral,Strongly Agree,Neutral,Agree,Neutral,Neutral,Somewhat Fair,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Agree,Agree,Neutral,Very Fair,Disagree,Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Fair,Agree,Strongly Disagree,Somewhat Disagree,Neutral,Agree,Strongly Agree,Neutral,Fair,Agree,Strongly Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Fair,Disagree,Neutral,Agree,Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Fair,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral
1126,545,30-39,High School,Female,,<25000,false,false,false,true,false,,rec,fairness first,Neutral,,,,,,,,Somewhat Fair,Strongly Agree,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Unfair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Disagree,Disagree,Very Fair,Strongly Agree,Disagree,Somewhat Agree,Strongly Agree,Disagree,Disagree,Disagree,Unfair,,,,,,,,Fair,Somewhat Agree,Agree,Somewhat Disagree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Agree,Strongly Disagree,Somewhat Disagree,Agree,Agree,Agree,Agree,Somewhat Fair,Somewhat Disagree,Neutral,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Unfair,Disagree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Strongly Agree,Disagree,Somewhat Agree,Agree,Agree,Agree,Agree
1127,1944,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,rec,fairness first,Very Fair,Strongly Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Fair,Strongly Agree,Disagree,Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Fair,Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Unfair,Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral
1128,2917,30-39,Graduate,Male,,25000-50000,false,false,false,true,false,,rec,fairness first,Somewhat Fair,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Fair,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,,Unfair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Agree,,Neutral,Somewhat Disagree,Neutral,Unfair,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Fair,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral
1129,1827,40-49,Graduate,Male,,50000-75000,false,false,false,true,false,,rec,properties first,Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Very Fair,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Fair,Strongly Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Fair,Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Fair,Neutral,Strongly Disagree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Neutral,Fair,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Disagree,Neutral,Disagree,Very Fair,Agree,Strongly Disagree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Fair,Strongly Agree,Strongly Disagree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Neutral,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree
1130,730,18-29,Bachelor,Female,,25000-50000,false,true,false,false,false,,rec,fairness first,Fair,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Fair,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Fair,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Fair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Fair,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Fair,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Fair,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Fair,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree
1131,1828,30-39,Bachelor,Female,,25000-50000,false,true,false,false,false,,rec,fairness first,Somewhat Fair,Agree,Strongly Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Very Unfair,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Neutral,Agree,Very Unfair,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Strongly Agree,Agree,,Neutral,Agree,Very Fair,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Agree,Unfair,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Agree,Somewhat Unfair,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Unfair,Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Fair,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Fair,Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree
1132,3053,18-29,High School,Male,,>100000,false,false,false,true,false,,rec,fairness first,Fair,Disagree,Agree,Neutral,Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Fair,Somewhat Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Agree,Agree,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Fair,Disagree,Agree,Somewhat Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Agree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Unfair,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Unfair,Agree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Unfair,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Disagree
1133,2702,30-39,Associate or Diploma,Female,,50000-75000,false,false,true,false,false,,rec,fairness first,Very Fair,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Strongly Agree,Disagree,Neutral,Strongly Agree,Agree,Agree,Agree,Very Unfair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Agree,Somewhat Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Very Unfair,Neutral,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree
1134,947,30-39,High School,Male,,50000-75000,false,false,false,true,false,,rec,fairness first,Very Fair,Agree,Disagree,Strongly Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Very Fair,Strongly Agree,Disagree,Strongly Disagree,Disagree,Somewhat Agree,Agree,Agree,Very Fair,Agree,Somewhat Agree,Strongly Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Fair,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Very Fair,Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Disagree,Disagree,Disagree,Very Fair,Somewhat Disagree,Agree,Somewhat Agree,Neutral,Disagree,Disagree,Somewhat Agree,Very Fair,Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Very Fair,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Fair,Somewhat Disagree,Strongly Agree,Agree,Somewhat Agree,Disagree,Disagree,Disagree,Very Fair,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral
1135,2686,18-29,Bachelor,Male,,75000-100000,false,false,true,true,false,mixed,rec,fairness first,Very Fair,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree
1136,2287,18-29,Bachelor,Male,,25000-50000,false,false,false,true,false,,rec,properties first,Very Fair,Strongly Agree,Strongly Disagree,Somewhat Agree,Agree,Agree,Agree,Agree,Very Fair,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Disagree,Agree,Agree,Neutral,Somewhat Agree,Neutral,Unfair,Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Fair,Agree,Disagree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Disagree,Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Agree,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Unfair,Somewhat Agree,Neutral,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Unfair,Neutral,Neutral,Somewhat Agree,Disagree,Disagree,Neutral,Neutral,Unfair,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree
1137,2486,18-29,Bachelor,Male,,50000-75000,false,false,false,true,false,,rec,fairness first,Somewhat Fair,Strongly Agree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Disagree,Strongly Agree,Somewhat Agree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Unfair,Strongly Disagree,Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Strongly Agree,Very Unfair,Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Neutral,Very Fair,,Somewhat Agree,Somewhat Disagree,Disagree,Neutral,Somewhat Disagree,Agree,Fair,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Disagree,Very Fair,Strongly Disagree,Strongly Agree,Agree,Neutral,Somewhat Disagree,Disagree,Neutral,Very Fair,Agree,Strongly Disagree,Somewhat Disagree,Neutral,Disagree,Somewhat Agree,Strongly Agree
1138,1337,50-59,Bachelor,Male,,<25000,false,true,false,false,false,,rec,properties first,Very Fair,Agree,Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Very Fair,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Very Fair,Strongly Agree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Disagree,Fair,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Fair,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Fair,Strongly Agree,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Unfair,Disagree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Fair,Disagree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Unfair,Strongly Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree
1139,803,30-39,Bachelor,Male,,25000-50000,false,false,false,true,false,,rec,fairness first,Very Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Fair,Strongly Agree,Strongly Disagree,Disagree,Somewhat Disagree,Strongly Agree,Agree,Somewhat Disagree,Fair,Somewhat Disagree,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Disagree,Strongly Agree,Somewhat Agree,Agree,Somewhat Fair,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Somewhat Fair,Strongly Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Unfair,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Unfair,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Very Unfair,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Fair,Strongly Agree,Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree
1140,2989,18-29,High School,Male,,75000-100000,false,false,true,false,false,,rec,properties first,Somewhat Fair,Strongly Agree,Disagree,Disagree,Somewhat Agree,Agree,Disagree,Disagree,Very Fair,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Fair,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Agree,Unfair,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Agree,Agree,Very Unfair,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Neutral,Neutral,Very Unfair,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Unfair,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Strongly Disagree,Disagree,Agree,Agree,Somewhat Agree,Somewhat Unfair,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Unfair,Strongly Agree,Disagree,Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Disagree
1141,1656,30-39,Graduate,Female,,25000-50000,false,false,false,true,false,,rec,properties first,Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Very Fair,Strongly Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Very Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Agree,Strongly Agree,,Somewhat Agree,Agree,Fair,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Fair,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Very Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Fair,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Neutral,Somewhat Agree
1142,818,18-29,Associate or Diploma,Male,,<25000,false,true,false,false,false,,rec,fairness first,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Fair,Neutral,Somewhat Disagree,Neutral,,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Fair,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Unfair,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Unfair,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Fair,Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Unfair,Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Disagree
1143,2272,18-29,Associate or Diploma,Female,,50000-75000,false,false,false,true,false,,rec,properties first,Fair,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,Neutral,Neutral,Somewhat Fair,Agree,Neutral,Strongly Agree,Agree,Neutral,Somewhat Agree,Neutral,Very Unfair,Strongly Agree,Neutral,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Fair,Somewhat Agree,Disagree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Unfair,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Disagree,Neutral,Somewhat Agree,Very Unfair,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Somewhat Disagree,Somewhat Disagree,Very Unfair,Agree,Neutral,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree
1144,3487,18-29,Associate or Diploma,Female,,50000-75000,false,false,false,true,false,,rec,properties first,Somewhat Unfair,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Unfair,Somewhat Disagree,,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Unfair,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,,Disagree,Disagree,Disagree,Somewhat Unfair,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree
1145,452,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,properties first,Somewhat Unfair,Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Unfair,Somewhat Agree,Neutral,Somewhat Agree,Neutral,,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Fair,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Unfair,Somewhat Agree,Neutral,,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Fair,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral
1146,1698,50-59,Associate or Diploma,Female,,50000-75000,false,false,false,true,false,,rec,properties first,Very Fair,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,Very Fair,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Very Fair,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,Somewhat Unfair,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Somewhat Disagree,Strongly Disagree,Very Fair,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Somewhat Disagree,Disagree,Very Fair,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,,Somewhat Disagree,Somewhat Disagree,Very Unfair,Strongly Disagree,,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,Somewhat Unfair,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Somewhat Disagree,Fair,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,,Strongly Disagree,Strongly Disagree
