Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age,Age Reliability,Age Accuracy,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender,Gender Reliability,Gender Accuracy,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Race,Race Reliability,Race Accuracy,Race Privacy,Race Volitionality,Race Causes Outcome,Race Causes Cycle,Race Causes Disparity,Race Caused by Group,Residence,Residence Reliability,Residence Accuracy,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,Hospital Treated,Hospital Treated Reliability,Hospital Treated Accuracy,Hospital Treated Privacy,Hospital Treated Volitionality,Hospital Treated Causes Outcome,Hospital Treated Causes Cycle,Hospital Treated Causes Disparity,Hospital Treated Caused by Group,Admission,Admission Reliability,Admission Accuracy,Admission Privacy,Admission Volitionality,Admission Causes Outcome,Admission Causes Cycle,Admission Causes Disparity,Admission Caused by Group,Number of Discharges,Number of Discharges Reliability,Number of Discharges Accuracy,Number of Discharges Privacy,Number of Discharges Volitionality,Number of Discharges Causes Outcome,Number of Discharges Causes Cycle,Number of Discharges Causes Disparity,Number of Discharges Caused by Group,History of Health,History of Health Reliability,History of Health Accuracy,History of Health Privacy,History of Health Volitionality,History of Health Causes Outcome,History of Health Causes Cycle,History of Health Causes Disparity,History of Health Caused by Group
2028,331,30-39,Bachelor,Female,,75000-100000,false,false,false,true,false,,hos,properties first,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,,Neutral,Neutral,Somewhat Unfair,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Unfair,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Unfair,Somewhat Agree,Neutral,Agree,Agree,Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Fair,Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Disagree
2029,825,30-39,Graduate,Male,,50000-75000,false,false,false,true,false,,hos,fairness first,Fair,Agree,Somewhat Agree,Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Strongly Disagree,Somewhat Fair,Agree,Somewhat Agree,Disagree,Agree,Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Fair,Agree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Somewhat Agree,Strongly Agree,Somewhat Fair,Agree,Neutral,Somewhat Agree,Strongly Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Very Fair,Agree,Agree,Agree,Disagree,Neutral,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Agree,Neutral,Somewhat Agree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Strongly Disagree,Very Fair,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Disagree,Somewhat Disagree
2030,541,70 up,High School,Male,,50000-75000,false,false,false,true,false,,hos,properties first,Very Fair,Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Very Fair,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Neutral,Very Fair,Neutral,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Neutral,Somewhat Agree,Neutral,Fair,Neutral,Somewhat Agree,,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Fair,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Neutral,Neutral
2031,1778,30-39,High School,Male,,50000-75000,false,false,false,false,true,,hos,properties first,Unfair,Strongly Agree,Strongly Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Unfair,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Disagree,Disagree,Disagree,Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Disagree,Fair,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Fair,Agree,Agree,Agree,Agree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Agree,Strongly Agree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree
2032,1890,30-39,Graduate,Male,,25000-50000,false,true,false,false,false,,hos,fairness first,Somewhat Fair,Agree,Agree,Agree,Agree,,Agree,Disagree,Somewhat Agree,Unfair,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Somewhat Disagree,Agree,Agree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Fair,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Fair,Agree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree
2033,1209,50-59,High School,Female,,<25000,false,false,false,true,false,,hos,properties first,Fair,Strongly Agree,,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Fair,Strongly Agree,Strongly Agree,Disagree,Disagree,Somewhat Agree,Disagree,Disagree,Agree,Fair,Strongly Agree,,Disagree,Strongly Disagree,Somewhat Agree,Disagree,Disagree,Strongly Disagree,Fair,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Fair,Strongly Agree,Agree,Disagree,Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Agree,Fair,Agree,Strongly Agree,Disagree,,Disagree,Disagree,Disagree,Somewhat Agree,Fair,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Somewhat Agree,Fair,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Agree
2034,2986,18-29,Bachelor,Female,,75000-100000,false,false,false,true,false,,hos,properties first,Somewhat Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Very Unfair,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,,Somewhat Disagree,Disagree,Disagree,Somewhat Fair,Somewhat Agree,Agree,Neutral,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Disagree,Neutral,,,,,,,,,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Disagree,Disagree,Somewhat Disagree
2035,1758,30-39,High School,Female,,50000-75000,false,false,false,true,false,,hos,properties first,Somewhat Fair,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Unfair,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Disagree,Very Unfair,Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Somewhat Agree,Unfair,Agree,Neutral,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Somewhat Agree,Unfair,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Disagree,Fair,Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Agree,Neutral,Disagree,Somewhat Agree,Disagree,Neutral,Fair,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Neutral,Disagree
2036,2272,30-39,Associate or Diploma,Male,,50000-75000,false,false,true,true,false,,hos,fairness first,Somewhat Fair,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Strongly Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Somewhat Unfair,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Somewhat Unfair,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Strongly Disagree,Neutral,Neutral,Somewhat Agree,Agree,Strongly Agree,Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Somewhat Fair,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Fair,Strongly Agree,Agree,Strongly Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree
2037,599,30-39,Associate or Diploma,Male,,50000-75000,true,false,true,true,false,,hos,properties first,Unfair,Neutral,Somewhat Agree,Strongly Agree,Strongly Disagree,Neutral,Disagree,Neutral,Strongly Disagree,Very Unfair,Neutral,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Very Unfair,Somewhat Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Very Fair,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral
2038,1062,18-29,Bachelor,Male,,25000-50000,false,false,false,true,false,,hos,properties first,Very Fair,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Fair,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Unfair,Agree,Agree,Agree,Neutral,Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Agree,Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Very Fair,Agree,Agree,Agree,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Fair,Somewhat Agree,Agree,Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Very Fair,Agree,Agree,Agree,Neutral,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Very Fair,Neutral,Agree,Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree
2039,529,40-49,Bachelor,Female,,<25000,false,false,false,true,false,,hos,fairness first,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Fair,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Unfair,Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Somewhat Unfair,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Unfair,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Fair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Unfair,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Agree
2040,865,18-29,High School,Male,,<25000,false,false,false,true,false,,hos,properties first,Neutral,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Agree,Unfair,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral
2041,538,30-39,High School,Male,,25000-50000,false,false,false,true,false,,hos,fairness first,Fair,Agree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Neutral,Somewhat Unfair,Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Fair,Agree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Fair,Agree,Agree,Agree,Somewhat Agree,Neutral,Disagree,Disagree,Neutral,Fair,Agree,Agree,Agree,Somewhat Agree,Neutral,Disagree,Disagree,Neutral,Fair,Agree,Agree,Agree,Somewhat Agree,Neutral,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Neutral,Fair,Agree,Agree,Agree,Strongly Disagree,Neutral,Disagree,Disagree,Neutral
2042,2130,40-49,High School,Female,,<25000,false,false,false,true,false,,hos,properties first,Very Fair,Agree,Agree,,Disagree,Agree,Disagree,Disagree,Disagree,Very Fair,Agree,Agree,Somewhat Disagree,Agree,Agree,Disagree,Disagree,Somewhat Agree,Very Fair,Agree,Agree,Agree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,Very Fair,Agree,Agree,Agree,Agree,Agree,Disagree,Somewhat Disagree,Agree,Very Fair,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Very Fair,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Disagree,Very Fair,Agree,Agree,Agree,Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Very Fair,Agree,Agree,Agree,Somewhat Disagree,Agree,Disagree,Disagree,Somewhat Agree
2043,1083,50-59,Associate or Diploma,Male,,<25000,false,false,false,true,false,,hos,fairness first,Unfair,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Unfair,Agree,Disagree,Agree,Disagree,Neutral,Neutral,Agree,Disagree,Unfair,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Unfair,Agree,Disagree,Agree,Disagree,Neutral,Neutral,Agree,Disagree,Unfair,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Unfair,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Disagree,Unfair,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Disagree,Unfair,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Disagree
2044,2240,40-49,Bachelor,Female,,25000-50000,false,false,false,true,false,,hos,properties first,Very Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Very Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree
2045,1910,30-39,Associate or Diploma,Female,,50000-75000,false,false,true,false,false,,hos,fairness first,Fair,Neutral,Somewhat Agree,Agree,Strongly Disagree,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Agree,Somewhat Agree,Unfair,Somewhat Agree,Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Agree,Agree,Agree,Unfair,Somewhat Agree,Disagree,Agree,Strongly Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Unfair,Agree,Disagree,Somewhat Disagree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Disagree,Unfair,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Agree,Agree,Disagree,Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Very Fair,Neutral,Strongly Agree,Somewhat Agree,Disagree,Agree,Disagree,Somewhat Disagree,Somewhat Agree
2046,676,30-39,Bachelor,Male,,>100000,false,false,false,true,false,,hos,fairness first,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Very Unfair,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Very Unfair,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Fair,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Very Unfair,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Somewhat Disagree,Somewhat Agree
2047,282,18-29,Bachelor,Male,,25000-50000,false,false,false,false,false,White,hos,properties first,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Neutral,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Unfair,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Unfair,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Fair,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree
2048,2897,18-29,Bachelor,Female,,<25000,false,false,false,true,false,,hos,properties first,Fair,Agree,Agree,Somewhat Disagree,Strongly Disagree,Agree,Disagree,Disagree,Agree,Somewhat Fair,Agree,Neutral,Somewhat Disagree,Agree,Neutral,Somewhat Disagree,Neutral,Agree,Somewhat Unfair,Somewhat Agree,Somewhat Disagree,Disagree,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Fair,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Disagree,Very Fair,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Very Fair,Somewhat Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree
2049,934,30-39,Associate or Diploma,Male,,<25000,false,false,false,true,false,,hos,fairness first,Somewhat Fair,Disagree,Neutral,,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Fair,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Neutral,Fair,Somewhat Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,,Neutral,Somewhat Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Neutral,Somewhat Fair,Agree,Neutral,Strongly Agree,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Agree,Somewhat Unfair,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Unfair,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Neutral,Neutral,Agree
2050,377,30-39,Bachelor,Female,,50000-75000,false,false,false,true,false,,hos,fairness first,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,,Neutral,Somewhat Agree,Agree,Somewhat Agree,Very Fair,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,,Neutral,Somewhat Disagree,Neutral,Somewhat Fair,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Fair,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree
2051,872,18-29,High School,Male,,25000-50000,false,false,false,true,false,,hos,properties first,Somewhat Unfair,Agree,Somewhat Agree,Somewhat Agree,Disagree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Unfair,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Unfair,Agree,Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Fair,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Fair,Somewhat Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree
2052,897,18-29,Bachelor,Male,,25000-50000,false,false,false,true,false,,hos,fairness first,Very Fair,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Agree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Neutral,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Neutral,Strongly Agree,,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree
