Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age,Age Reliability,Age Accuracy,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender,Gender Reliability,Gender Accuracy,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Marital and Family,Marital and Family Reliability,Marital and Family Accuracy,Marital and Family Privacy,Marital and Family Volitionality,Marital and Family Causes Outcome,Marital and Family Causes Cycle,Marital and Family Causes Disparity,Marital and Family Caused by Group,Employment,Employment Reliability,Employment Accuracy,Employment Privacy,Employment Volitionality,Employment Causes Outcome,Employment Causes Cycle,Employment Causes Disparity,Employment Caused by Group,Credit,Credit Reliability,Credit Accuracy,Credit Privacy,Credit Volitionality,Credit Causes Outcome,Credit Causes Cycle,Credit Causes Disparity,Credit Caused by Group,Education,Education Reliability,Education Accuracy,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Residence,Residence Reliability,Residence Accuracy,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,History of Health,History of Health Reliability,History of Health Accuracy,History of Health Privacy,History of Health Volitionality,History of Health Causes Outcome,History of Health Causes Cycle,History of Health Causes Disparity,History of Health Caused by Group
2224,609,30-39,Bachelor,Male,,50000-75000,false,false,true,false,false,,ins,fairness first,Fair,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Agree,Somewhat Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Very Fair,Agree,Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,,Very Fair,Agree,Agree,Neutral,Somewhat Agree,Neutral,Agree,Agree,Agree,Fair,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Agree,Somewhat Agree,Fair,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Fair,Agree,Somewhat Agree,Neutral,Agree,Agree,Somewhat Agree,Agree,Agree
2225,547,40-49,Bachelor,Male,,50000-75000,false,false,false,true,false,,ins,fairness first,Fair,Strongly Agree,Somewhat Agree,Neutral,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Very Unfair,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Unfair,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Disagree,Fair,Strongly Agree,Agree,,Neutral,Agree,Disagree,Somewhat Agree,Disagree,Very Fair,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Unfair,Strongly Agree,Somewhat Disagree,Neutral,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Fair,Strongly Agree,Agree,Neutral,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Very Fair,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Somewhat Agree,Disagree,Disagree
2226,658,30-39,Bachelor,Female,,75000-100000,false,false,false,true,false,,ins,fairness first,Fair,Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Unfair,Disagree,Disagree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Disagree,Disagree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Unfair,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Unfair,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Fair,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Strongly Agree,Agree,Agree,Agree,Fair,Disagree,Neutral,Neutral,Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
2227,2277,18-29,Associate or Diploma,Male,,75000-100000,false,true,false,true,false,,ins,properties first,Somewhat Fair,Neutral,Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Somewhat Disagree,Agree,Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Fair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Neutral,Somewhat Disagree,Somewhat Fair,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Fair,Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Very Fair,Somewhat Agree,Somewhat Agree,Neutral,Agree,Agree,Neutral,Disagree,Somewhat Agree,Somewhat Unfair,Somewhat Disagree,Neutral,Strongly Agree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Fair,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Agree
2228,1029,18-29,High School,Male,,25000-50000,false,false,false,false,true,,ins,properties first,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree,Very Unfair,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Very Unfair,Neutral,Neutral,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Neutral,Neutral,Strongly Disagree,Agree,Neutral,Neutral,Neutral,Strongly Disagree,Very Unfair,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree
2229,2794,30-39,High School,Male,,75000-100000,false,false,false,true,false,,ins,fairness first,Somewhat Fair,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Unfair,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,,Strongly Agree,Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Somewhat Disagree,Disagree,Very Fair,Strongly Agree,Somewhat Agree,Disagree,Strongly Agree,Agree,Neutral,Disagree,Disagree,Very Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Somewhat Fair,Strongly Agree,Neutral,Somewhat Disagree,Strongly Agree,Neutral,Neutral,Neutral,Disagree,Somewhat Unfair,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Disagree,Neutral,Strongly Agree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Agree,Disagree
2230,839,50-59,High School,Male,,50000-75000,false,false,false,true,false,,ins,fairness first,Fair,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Agree,Disagree,Somewhat Fair,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Agree,Disagree,Neutral,Neutral,Somewhat Fair,Agree,Disagree,Neutral,Strongly Agree,Somewhat Agree,Disagree,Neutral,Neutral,Unfair,Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Very Unfair,Somewhat Agree,Disagree,Somewhat Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Very Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Disagree,Somewhat Agree,Agree,Disagree,Fair,Agree,Agree,Somewhat Disagree,Strongly Agree,Agree,Disagree,Agree,Agree,Unfair,Somewhat Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2231,789,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,ins,fairness first,Fair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Fair,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Very Fair,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Neutral
2232,1178,30-39,Graduate,Male,,50000-75000,false,false,false,true,false,,ins,properties first,Somewhat Unfair,,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Very Unfair,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Unfair,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Agree,Somewhat Agree,Neutral,,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Fair,Somewhat Agree,Agree,,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Agree,Agree,,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Somewhat Agree,Very Unfair,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral
2233,1519,18-29,Bachelor,Male,,50000-75000,false,true,false,false,false,,ins,fairness first,Fair,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Fair,Strongly Agree,Somewhat Agree,Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Fair,Agree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Fair,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Agree,,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,,Agree,Somewhat Disagree,Somewhat Agree,Disagree,Neutral
2234,1260,50-59,Bachelor,Female,,50000-75000,false,false,false,true,false,,ins,fairness first,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Disagree,Fair,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Unfair,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Fair,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Fair,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Unfair,Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,,Strongly Agree,Neutral
2235,620,30-39,High School,Male,,>100000,false,false,false,true,false,,ins,properties first,Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Disagree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Fair,Agree,Strongly Agree,Somewhat Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Somewhat Unfair,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Somewhat Agree,Fair,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Somewhat Disagree
2236,1080,30-39,Graduate,Male,,75000-100000,false,false,false,true,false,,ins,fairness first,Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Fair,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Fair,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree
2237,1071,18-29,Bachelor,Male,,75000-100000,false,false,false,true,false,,ins,fairness first,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Fair,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Fair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree
2238,2151,30-39,Graduate,Male,,>100000,false,false,true,false,false,,ins,fairness first,Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,,Neutral,Somewhat Fair,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Fair,Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Fair,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
2239,1524,30-39,Bachelor,Male,,50000-75000,false,true,false,false,false,,ins,properties first,Somewhat Fair,Neutral,Somewhat Agree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Very Unfair,Somewhat Disagree,Somewhat Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Very Unfair,Somewhat Disagree,Somewhat Disagree,Neutral,Agree,Somewhat Disagree,Strongly Agree,Agree,Somewhat Agree,Neutral,Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Strongly Agree,Neutral,Agree,Somewhat Unfair,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Unfair,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Neutral,Disagree,Unfair,Disagree,Neutral,Somewhat Disagree,Agree,Neutral,Strongly Agree,Agree,Somewhat Agree,Somewhat Fair,Disagree,Neutral,Somewhat Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Neutral
2240,546,18-29,Bachelor,Female,,75000-100000,false,false,false,true,false,,ins,fairness first,Somewhat Fair,Strongly Agree,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Somewhat Agree,Disagree,Strongly Disagree,Somewhat Agree,Disagree,Strongly Agree,Strongly Agree,Unfair,Agree,Disagree,Disagree,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Very Unfair,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Fair,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Disagree,Disagree,Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree
2241,1359,30-39,Bachelor,Male,,25000-50000,false,false,false,true,false,,ins,properties first,Very Fair,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Very Fair,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Fair,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Very Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree
2242,628,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,ins,fairness first,Very Fair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Very Unfair,Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Fair,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2243,334,50-59,Bachelor,Male,,50000-75000,false,false,false,false,false,white,ins,fairness first,Somewhat Fair,Somewhat Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Somewhat Agree,Agree,Fair,Neutral,Agree,Somewhat Agree,Neutral,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Fair,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Fair,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Agree,Fair,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Strongly Agree,Agree,Fair,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Very Fair,Neutral,Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Agree
2244,451,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,ins,fairness first,Somewhat Fair,Neutral,Agree,Agree,Agree,Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Unfair,Agree,Agree,Agree,Neutral,Disagree,Somewhat Disagree,Neutral,Neutral,Unfair,Agree,Neutral,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Neutral,Fair,Agree,Agree,Agree,Agree,Somewhat Disagree,,Neutral,Neutral,Fair,Agree,Neutral,Neutral,Somewhat Agree,Disagree,Somewhat Disagree,Agree,Neutral,Unfair,Agree,Agree,Agree,Agree,Disagree,Somewhat Disagree,Neutral,Neutral,Unfair,Agree,Agree,Agree,,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Very Fair,Agree,Agree,Agree,Agree,Agree,Somewhat Disagree,Neutral,Neutral
2245,697,50-59,High School,Male,,25000-50000,false,false,true,false,false,,ins,fairness first,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Very Unfair,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Somewhat Fair,Neutral,Neutral,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Unfair,Neutral,Neutral,Neutral,Disagree,Neutral,Strongly Disagree,Somewhat Disagree,Neutral,Unfair,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Strongly Disagree,Somewhat Agree,Neutral,Very Unfair,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Neutral,Disagree,Fair,Neutral,Neutral,Strongly Agree,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
2246,1397,40-49,Bachelor,Female,,>100000,false,false,false,true,false,,ins,fairness first,Unfair,Strongly Agree,Somewhat Agree,Neutral,Strongly Disagree,Somewhat Agree,Strongly Agree,Neutral,Neutral,Somewhat Unfair,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Very Unfair,Neutral,Strongly Disagree,Neutral,Strongly Agree,Disagree,Agree,Neutral,Neutral,Very Unfair,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Very Unfair,Somewhat Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Unfair,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,,Neutral,Agree,Neutral,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree
2247,1213,30-39,Bachelor,Male,,25000-50000,false,false,false,true,false,,ins,fairness first,Unfair,Strongly Agree,Somewhat Disagree,Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Agree,Agree,Very Unfair,Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Very Unfair,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Very Unfair,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Agree,Somewhat Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Unfair,Somewhat Agree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Agree,Disagree,Disagree
