Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age Reliability,Age Relevance,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender Reliability,Gender Relevance,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Marital and Family Reliability,Marital and Family Relevance,Marital and Family Privacy,Marital and Family Volitionality,Marital and Family Causes Outcome,Marital and Family Causes Cycle,Marital and Family Causes Disparity,Marital and Family Caused by Group,Employment Reliability,Employment Relevance,Employment Privacy,Employment Volitionality,Employment Causes Outcome,Employment Causes Cycle,Employment Causes Disparity,Employment Caused by Group,Credit Reliability,Credit Relevance,Credit Privacy,Credit Volitionality,Credit Causes Outcome,Credit Causes Cycle,Credit Causes Disparity,Credit Caused by Group,Education Reliability,Education Relevance,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Residence Reliability,Residence Relevance,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,History of Health Reliability,History of Health Relevance,History of Health Privacy,History of Health Volitionality,History of Health Causes Outcome,History of Health Causes Cycle,History of Health Causes Disparity,History of Health Caused by Group
1588,2466,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,ins,properties first,Neutral,,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,,Neutral,Somewhat Disagree,Disagree,Neutral,Neutral,Somewhat Agree,Neutral,,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,,Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Strongly Disagree,Neutral,,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,,Neutral,Neutral,Somewhat Disagree,Disagree,Neutral,Strongly Disagree
1589,946,30-39,Bachelor,Male,,50000-75000,false,false,false,false,false,WHITE,ins,fairness first,Neutral,,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,,Agree,,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree
1590,1303,18-29,Associate or Diploma,Male,,<25000,false,false,false,true,false,,ins,fairness first,Agree,,Disagree,Somewhat Disagree,Agree,Disagree,Somewhat Agree,Disagree,Disagree,,Somewhat Agree,Agree,Disagree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Disagree,Agree,,Disagree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Neutral,Agree,,Disagree,Somewhat Disagree,Agree,Disagree,Disagree,Disagree,Disagree,,Agree,Disagree,Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,,Somewhat Disagree,Neutral,Disagree,Agree,Somewhat Agree,Somewhat Agree,Disagree,,Agree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree
1591,2801,40-49,Bachelor,Female,,>100000,false,false,false,true,false,,ins,fairness first,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Agree,,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Agree,,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,,Agree,Agree,,Neutral,Strongly Disagree,,Agree,,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Agree,,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree
1592,2442,30-39,Bachelor,Female,,75000-100000,false,false,false,true,false,,ins,properties first,Strongly Agree,,Strongly Disagree,Strongly Disagree,Agree,Neutral,Somewhat Agree,Agree,Agree,,Disagree,Strongly Disagree,Disagree,Somewhat Disagree,Neutral,Strongly Agree,Somewhat Disagree,,Disagree,Agree,Neutral,Disagree,Somewhat Disagree,Disagree,Agree,,Disagree,Agree,Agree,Somewhat Disagree,Disagree,Disagree,Strongly Agree,,Disagree,Somewhat Agree,Agree,Somewhat Disagree,Disagree,Disagree,Agree,,Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,,Strongly Disagree,Agree,Somewhat Agree,Disagree,Disagree,Disagree,Somewhat Disagree,,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree
1593,339,18-29,Bachelor,Male,,75000-100000,false,false,false,true,false,,ins,properties first,Strongly Agree,,Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,,Somewhat Disagree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree
1594,1973,30-39,Graduate,Male,,25000-50000,false,false,false,true,false,,ins,properties first,Somewhat Disagree,,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree
1595,2566,60-69,,Female,,25000-50000,false,false,true,false,false,,ins,fairness first,Agree,,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Somewhat Disagree,,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Agree,,Disagree,Somewhat Agree,,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Agree,,Disagree,,Somewhat Agree,Somewhat Agree,,Somewhat Disagree,Somewhat Agree,,Disagree,,Somewhat Agree,Somewhat Agree,Agree,,Somewhat Agree,,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Somewhat Disagree
1596,1765,30-39,Associate or Diploma,Male,,75000-100000,false,false,false,true,false,,ins,properties first,Agree,,Somewhat Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,,Neutral,Somewhat Disagree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,,Disagree,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Disagree,Neutral,,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,,Disagree,Somewhat Agree,Strongly Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,,Somewhat Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
1597,2539,30-39,Bachelor,Female,,25000-50000,false,false,false,true,false,,ins,properties first,Agree,,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Neutral,Agree,,Neutral,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,,Disagree,Disagree,Strongly Agree,Somewhat Disagree,Disagree,Disagree,Strongly Agree,,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Agree,,Disagree,Agree,Disagree,Disagree,Disagree,Somewhat Agree,Disagree,,Strongly Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree
1598,1181,40-49,Associate or Diploma,Female,,>100000,false,false,false,true,false,,ins,fairness first,Strongly Agree,,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Agree,Agree,Strongly Disagree,,Agree,Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1599,1306,30-39,Associate or Diploma,Male,,25000-50000,false,true,false,false,false,,ins,fairness first,Strongly Agree,,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Agree,,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Disagree,Strongly Agree,Agree,Agree,Neutral,Neutral,Agree,,Agree,Strongly Agree,Disagree,Somewhat Agree,Agree,Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Agree,,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1600,1825,30-39,Bachelor,Male,,75000-100000,false,false,true,false,false,,ins,fairness first,Agree,,Somewhat Disagree,Disagree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,,Strongly Disagree,Agree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Strongly Disagree,Somewhat Agree,,Agree,Strongly Agree,,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Neutral,,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Neutral
1601,457,30-39,Bachelor,Male,,25000-50000,false,false,false,true,false,,ins,properties first,Strongly Agree,,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Neutral,,Somewhat Disagree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Strongly Agree,,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Agree,Agree,Neutral,,Somewhat Agree,Strongly Agree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,,Somewhat Disagree,Somewhat Disagree,Disagree,Neutral,Agree,Agree,Neutral,,Strongly Agree,Strongly Disagree,Agree,Agree,Somewhat Agree,Neutral
1602,555,50-59,High School,Female,,>100000,false,false,false,true,false,,ins,properties first,Agree,,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly Disagree,,Strongly Agree,Neutral,Strongly Disagree,Agree,Agree,Agree,Disagree,,Agree,Agree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Disagree,,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,,Agree,Disagree,Somewhat Agree,Agree,Agree,Agree
1603,1695,30-39,Bachelor,Female,,50000-75000,false,false,true,false,false,,ins,properties first,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Neutral,Strongly Disagree,,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,,Somewhat Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Disagree,,Strongly Agree,Strongly Agree,Somewhat Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral
1604,1851,30-39,Associate or Diploma,Female,,50000-75000,false,false,true,false,false,,ins,properties first,Strongly Agree,,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,,Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Agree,,Somewhat Agree,,Neutral,Neutral,Agree,Somewhat Disagree,Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Strongly Agree,,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree
1605,2015,40-49,Graduate,Female,,25000-50000,false,false,false,true,false,,ins,properties first,Strongly Agree,,Disagree,Strongly Disagree,Agree,Somewhat Disagree,Agree,Strongly Agree,Somewhat Disagree,,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Strongly Agree,Agree,,Disagree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Agree,,Disagree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,,Strongly Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Disagree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Agree,Agree
1606,847,40-49,Associate or Diploma,Female,,50000-75000,false,false,false,true,true,,ins,fairness first,Somewhat Agree,,Agree,Strongly Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,,Agree,Neutral,Neutral,Agree,Agree,Neutral,Somewhat Agree,,Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,,Agree,Somewhat Agree,Neutral,Neutral,Agree,Agree,Somewhat Agree,,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,,Agree,Somewhat Agree,Neutral,Agree,Agree,Agree,Somewhat Agree,,Agree,Somewhat Agree,Neutral,Agree,Agree,Agree,Somewhat Agree,,Agree,Disagree,Somewhat Agree,Neutral,Neutral,Neutral
1607,1873,18-29,Associate or Diploma,Male,,<25000,false,true,false,false,false,,ins,fairness first,Somewhat Agree,,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,,Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,,Strongly Agree,Somewhat Agree,Neutral,Agree,Agree,Strongly Agree,Agree,,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Agree,,Neutral,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Agree
1608,1385,40-49,High School,Female,,50000-75000,false,false,false,true,false,,ins,fairness first,Strongly Agree,,Strongly Disagree,Strongly Disagree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Agree,,Disagree,Neutral,Strongly Disagree,Neutral,Agree,Agree,Disagree,,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,,Agree,Agree,Disagree,Agree,Agree,Agree,Neutral,,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,,Somewhat Agree,Strongly Agree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,,,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,,Strongly Agree,Neutral,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree
1609,2301,50-59,Graduate,Female,,50000-75000,false,false,false,true,false,,ins,fairness first,Somewhat Agree,,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral
1610,540,50-59,High School,Female,,50000-75000,false,false,false,true,false,,ins,properties first,Strongly Agree,,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,,Agree,Strongly Agree,Disagree,,Disagree,Somewhat Agree,Somewhat Disagree,,Somewhat Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,,Strongly Agree,,Somewhat Agree,Strongly Agree,Strongly Agree,Disagree,Somewhat Disagree,,Agree,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,,Disagree,Somewhat Agree,Agree,Agree,Agree,Agree,Disagree,,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree
1611,698,30-39,Less than high School,Male,,<25000,false,false,false,true,false,,ins,fairness first,Strongly Agree,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,,Strongly Agree,Somewhat Agree,,Somewhat Disagree,Agree,Neutral,Strongly Agree,,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,,Strongly Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,,Strongly Agree,Agree,,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Strongly Agree,,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree
1612,1882,30-39,Bachelor,Female,,25000-50000,false,false,false,true,false,,ins,fairness first,Strongly Agree,,Somewhat Agree,Strongly Disagree,Agree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,,Agree,Strongly Disagree,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,,Somewhat Agree,Agree,Somewhat Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,,Strongly Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Strongly Agree,,Strongly Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,,Agree,Agree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,,Agree,Agree,Somewhat Disagree,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,,Strongly Agree,Disagree,Strongly Agree,Somewhat Agree,Agree,Disagree
1613,792,30-39,Associate or Diploma,Male,,25000-50000,false,true,false,false,false,,ins,properties first,Agree,,Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Strongly Agree,,Strongly Disagree,Strongly Agree,Somewhat Agree,Disagree,Agree,Somewhat Agree,Neutral,,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Somewhat Agree,,Neutral,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Strongly Agree,,Neutral,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,,Somewhat Agree,Agree,Disagree,Neutral,Somewhat Agree,Strongly Disagree,Agree,,Somewhat Disagree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Disagree,,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Neutral
1614,1809,30-39,Bachelor,Male,,75000-100000,false,true,false,false,false,,ins,fairness first,Strongly Agree,,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,,Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Disagree,Disagree,Strongly Agree,,Somewhat Disagree,Strongly Agree,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Agree,,Somewhat Disagree,Agree,Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,,Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,,Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Agree,Agree,Strongly Agree,,Disagree,Strongly Agree,Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,,Strongly Agree,Strongly Disagree,Agree,Disagree,Somewhat Agree,Disagree
1615,2043,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,ins,properties first,Strongly Agree,,Somewhat Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,,Strongly Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,,Somewhat Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Strongly Agree,,Neutral,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,,Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,Agree,,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,,Neutral,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Neutral,,Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree
1616,479,30-39,Bachelor,Male,,75000-100000,false,false,false,false,false,native american,ins,fairness first,Neutral,,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree
1617,472,60-69,High School,Female,,50000-75000,false,false,false,true,false,,ins,properties first,Agree,,Somewhat Agree,Disagree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Agree,,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Agree,,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Agree,Disagree,Agree,Agree,Agree,Agree
