Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age Reliability,Age Relevance,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender Reliability,Gender Relevance,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Race Reliability,Race Relevance,Race Privacy,Race Volitionality,Race Causes Outcome,Race Causes Cycle,Race Causes Disparity,Race Caused by Group,Residence Reliability,Residence Relevance,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,Hospital Treated Reliability,Hospital Treated Relevance,Hospital Treated Privacy,Hospital Treated Volitionality,Hospital Treated Causes Outcome,Hospital Treated Causes Cycle,Hospital Treated Causes Disparity,Hospital Treated Caused by Group,Admission Reliability,Admission Relevance,Admission Privacy,Admission Volitionality,Admission Causes Outcome,Admission Causes Cycle,Admission Causes Disparity,Admission Caused by Group,Number of Discharges Reliability,Number of Discharges Relevance,Number of Discharges Privacy,Number of Discharges Volitionality,Number of Discharges Causes Outcome,Number of Discharges Causes Cycle,Number of Discharges Causes Disparity,Number of Discharges Caused by Group,History of Health Reliability,History of Health Relevance,History of Health Privacy,History of Health Volitionality,History of Health Causes Outcome,History of Health Causes Cycle,History of Health Causes Disparity,History of Health Caused by Group
1379,2915,60-69,High School,Male,,50000-75000,false,false,false,true,false,,hos,fairness first,Somewhat Agree,,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Strongly Agree,,Disagree,Strongly Disagree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,,Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,,Disagree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Disagree,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Agree,,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree
1380,2104,30-39,Bachelor,Male,,25000-50000,false,false,true,false,false,,hos,fairness first,Neutral,,Neutral,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,,Neutral,Strongly Disagree,Neutral,Disagree,Disagree,Neutral,Somewhat Agree,,Neutral,Strongly Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,,Somewhat Agree,Strongly Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,,Neutral,Strongly Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Neutral
1381,528,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,hos,properties first,Agree,,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree
1382,2117,50-59,Bachelor,Male,,50000-75000,false,false,false,true,false,,hos,properties first,Agree,,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,,Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree
1383,2420,30-39,Graduate,Male,,75000-100000,false,false,true,false,false,,hos,fairness first,Agree,,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,,Disagree,Disagree,Disagree,Disagree,Somewhat Agree,Neutral,Somewhat Disagree,,Agree,Agree,Neutral,Somewhat Agree,Agree,Agree,Agree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,,Neutral,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Somewhat Agree,Disagree,Disagree,Disagree
1384,2459,30-39,Bachelor,Male,,>100000,false,true,false,false,false,,hos,fairness first,Strongly Agree,,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Agree,,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,,Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Neutral,Neutral
1385,697,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,hos,properties first,Somewhat Agree,,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Agree,Neutral,,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,,Agree,Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Agree
1386,1491,30-39,Bachelor,Female,,<25000,false,false,false,true,false,,hos,fairness first,Strongly Agree,,Neutral,Strongly Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Neutral,Somewhat Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Agree,,Agree,Somewhat Disagree,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Disagree
1387,2494,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,hos,fairness first,Agree,,Strongly Agree,Somewhat Agree,Neutral,Neutral,Disagree,Strongly Disagree,Somewhat Agree,,Agree,Somewhat Agree,Agree,Neutral,Disagree,Strongly Disagree,Neutral,,Somewhat Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Somewhat Disagree,,Neutral,Somewhat Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,,,,,,,,,Agree,,Somewhat Agree,Neutral,Agree,Agree,Strongly Disagree,Strongly Disagree
1388,2158,18-29,Bachelor,Male,,<25000,false,false,false,true,false,,hos,fairness first,Agree,,Agree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Somewhat Disagree,,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Agree,Agree,Strongly Disagree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Neutral,,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Agree,,Agree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Agree,,Agree,Strongly Disagree,Agree,Disagree,Disagree,Disagree
1389,567,30-39,Bachelor,Male,,75000-100000,false,true,false,false,false,,hos,properties first,Somewhat Agree,,Neutral,Disagree,Neutral,Agree,Somewhat Agree,Neutral,Agree,,Strongly Agree,Agree,Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,,Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Agree,,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Neutral,,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,,Neutral,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Neutral
1390,362,18-29,High School,Male,,<25000,false,false,false,true,false,,hos,fairness first,Strongly Agree,,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Disagree,,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,,Neutral,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,,Disagree,Strongly Disagree,Agree,Neutral,Neutral,Neutral,Agree,,Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Agree,,Agree,Strongly Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Neutral,Neutral,Strongly Agree,,Agree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Neutral
1391,2046,18-29,Bachelor,Male,,50000-75000,false,false,false,true,false,,hos,properties first,Agree,,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Agree,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,,Agree,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Agree,,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Agree,,Somewhat Agree,Somewhat Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Disagree,Agree,,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1392,1924,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,hos,properties first,Strongly Agree,,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,,Strongly Agree,Disagree,Strongly Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Disagree,Strongly Agree,Agree,Strongly Disagree,Somewhat Agree,Disagree,Strongly Agree,,Disagree,Strongly Agree,Somewhat Agree,Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,,Somewhat Agree,Strongly Agree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree
1393,1244,50-59,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,hos,fairness first,Strongly Agree,,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,,Strongly Agree,,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,,Strongly Agree,Disagree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree
1394,1694,30-39,High School,Female,,50000-75000,false,false,false,true,false,,hos,fairness first,Strongly Agree,,Somewhat Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Agree,,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Agree,Strongly Disagree,Neutral,Disagree,Neutral,Neutral,Strongly Agree,,Disagree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree
1395,2224,18-29,Bachelor,Male,,<25000,false,true,false,false,false,,hos,properties first,Agree,,Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Agree,,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree
1396,369,40-49,Bachelor,Male,,<25000,false,true,false,false,false,,hos,properties first,Agree,,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,,Agree,Somewhat Agree,Agree,Disagree,Disagree,Disagree,Agree,,Agree,Agree,Agree,Disagree,Disagree,Disagree,Neutral,,Agree,Agree,Agree,Disagree,,Disagree,Agree,,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,,Agree,Agree,Agree,Disagree,Disagree,Somewhat Disagree,Agree,,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,,Strongly Agree,Strongly Agree,Somewhat Agree,Disagree,Disagree,Disagree
1397,482,30-39,Associate or Diploma,Male,,75000-100000,false,false,false,true,false,,hos,properties first,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,,Agree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Disagree,Agree,,Agree,Agree,Somewhat Agree,Disagree,Disagree,Disagree,Agree,,,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Disagree,Agree,,Agree,Agree,Somewhat Agree,Disagree,Disagree,Disagree,Agree,,Agree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Somewhat Agree
1398,483,30-39,Graduate,Female,,50000-75000,false,false,false,true,false,,hos,fairness first,Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree
1399,692,18-29,Bachelor,Male,,25000-50000,false,false,false,true,false,,hos,properties first,Agree,,Agree,Agree,Agree,Disagree,Somewhat Disagree,Disagree,Strongly Agree,,Strongly Disagree,Agree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Agree,,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Disagree,Agree,,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,Neutral,Agree,,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Agree,,Agree,Agree,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Agree,,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree
1400,1007,30-39,High School,Male,,<25000,false,false,false,true,false,,hos,fairness first,Strongly Agree,,Strongly Agree,Strongly Disagree,Agree,Neutral,Neutral,Neutral,Strongly Agree,,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Agree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Agree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Agree,Neutral,Strongly Agree,Somewhat Agree,Neutral,Neutral,Strongly Agree,,Strongly Agree,Agree,Neutral,Disagree,Disagree,Disagree
1401,367,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,hos,fairness first,Agree,,Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Agree,Agree,Agree,,Disagree,,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Agree,,Somewhat Disagree,Strongly Disagree,Disagree,Neutral,Agree,Agree,Agree,,Somewhat Agree,Strongly Agree,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Agree,,Somewhat Disagree,Agree,Disagree,,Disagree,Disagree,Agree,,Neutral,Agree,Disagree,Neutral,Disagree,Disagree,Agree,,Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree
1402,2331,18-29,Bachelor,Male,,<25000,false,true,false,false,false,,hos,properties first,Agree,,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,,Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,,Somewhat Agree,Agree,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Strongly Agree,,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,,Somewhat Agree,Agree,Neutral,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree
1403,2552,40-49,Bachelor,Male,,50000-75000,false,false,false,true,false,,hos,properties first,Somewhat Agree,,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Agree,Neutral,,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,,Strongly Agree,Somewhat Agree,Neutral,Neutral,Agree,Agree,Agree,,Neutral,Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,,Neutral,Neutral,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,,Somewhat Agree,Strongly Agree,Agree,Neutral,Agree,Agree
1404,1936,50-59,Bachelor,Male,,50000-75000,false,false,false,true,false,,hos,properties first,Strongly Agree,,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Neutral,,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree
1405,2249,18-29,High School,Male,,25000-50000,false,false,false,true,false,,hos,fairness first,Somewhat Agree,,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Neutral,,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,,Strongly Agree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,,Disagree,Strongly Agree,Neutral,Disagree,Disagree,Somewhat Disagree,Agree,,Disagree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Agree,,Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,,Agree,Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree
1406,757,30-39,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,hos,fairness first,Neutral,,Neutral,Strongly Disagree,Disagree,Disagree,Somewhat Disagree,Neutral,Neutral,,Somewhat Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Neutral,,Neutral,Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Agree,,Strongly Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Agree,,Strongly Agree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Strongly Agree,,Strongly Agree,Agree,Strongly Agree,Somewhat Disagree,Disagree,Disagree,Agree,,Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Strongly Agree,,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Somewhat Disagree
1407,1900,18-29,Graduate,Male,,75000-100000,false,false,false,false,true,,hos,fairness first,Strongly Agree,,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree
1408,2794,18-29,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,hos,properties first,Agree,,Somewhat Disagree,Strongly Disagree,Agree,Agree,Agree,Somewhat Agree,Agree,,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Agree,Agree,Neutral,Agree,,Neutral,Strongly Disagree,Neutral,Agree,Agree,Neutral,Agree,,Somewhat Disagree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,,Somewhat Disagree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Agree,,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree
1409,556,18-29,Bachelor,Female,,25000-50000,false,false,false,false,false,mixed race,hos,properties first,Strongly Agree,,Neutral,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Strongly Agree,,Neutral,Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,,Neutral,Neutral,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,,Somewhat Agree,Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,,Somewhat Agree,Agree,Neutral,Disagree,Neutral,Neutral,Strongly Agree,,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
