Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Loan Amount Reliability,Loan Amount Relevance,Loan Amount Privacy,Loan Amount Volitionality,Loan Amount Causes Outcome,Loan Amount Causes Cycle,Loan Amount Causes Disparity,Loan Amount Caused by Group,Income Reliability,Income Relevance,Income Privacy,Income Volitionality,Income Causes Outcome,Income Causes Cycle,Income Causes Disparity,Income Caused by Group,Age Reliability,Age Relevance,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender Reliability,Gender Relevance,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Marital and Family Reliability,Marital and Family Relevance,Marital and Family Privacy,Marital and Family Volitionality,Marital and Family Causes Outcome,Marital and Family Causes Cycle,Marital and Family Causes Disparity,Marital and Family Caused by Group,Dependents Reliability,Dependents Relevance,Dependents Privacy,Dependents Volitionality,Dependents Causes Outcome,Dependents Causes Cycle,Dependents Causes Disparity,Dependents Caused by Group,Education Reliability,Education Relevance,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Employment Reliability,Employment Relevance,Employment Privacy,Employment Volitionality,Employment Causes Outcome,Employment Causes Cycle,Employment Causes Disparity,Employment Caused by Group,Credit Reliability,Credit Relevance,Credit Privacy,Credit Volitionality,Credit Causes Outcome,Credit Causes Cycle,Credit Causes Disparity,Credit Caused by Group,Property Reliability,Property Relevance,Property Privacy,Property Volitionality,Property Causes Outcome,Property Causes Cycle,Property Causes Disparity,Property Caused by Group
1487,1129,40-49,High School,Male,,>100000,false,false,false,true,false,,loan,properties first,Somewhat Agree,,Somewhat Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Agree,Strongly Agree,,Somewhat Disagree,Disagree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Agree,,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Somewhat Agree,,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,,Somewhat Agree,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Strongly Agree,Somewhat Agree,,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Agree,Somewhat Disagree,Strongly Disagree,Agree,,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Agree,,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Agree,,Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree
1488,607,30-39,Bachelor,Male,,<25000,false,false,false,true,false,,loan,properties first,Somewhat Disagree,,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,,Neutral,Strongly Agree,Neutral,Somewhat Agree,Neutral,Agree,Neutral,,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Neutral,,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,,Somewhat Disagree,,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Neutral,,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Somewhat Disagree,,Somewhat Agree,Neutral,,Agree,Somewhat Agree,Agree,Somewhat Disagree,,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,,Neutral,Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree
1489,2047,18-29,Bachelor,Male,,50000-75000,false,false,false,true,false,,loan,properties first,Somewhat Disagree,,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,,Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Disagree,Somewhat Agree,,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,,Neutral,Disagree,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,,Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Agree,Neutral,,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree
1490,1319,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,loan,properties first,Somewhat Agree,,Agree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,,Agree,Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,,Somewhat Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Agree
1491,2267,18-29,Graduate,Male,,50000-75000,false,true,false,false,false,,loan,properties first,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1492,2869,40-49,Bachelor,Female,,50000-75000,false,false,false,true,false,,loan,fairness first,Somewhat Agree,,Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,,Neutral,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,,Agree,Strongly Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,,Agree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Agree,Agree,,Somewhat Agree,Strongly Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,,Somewhat Agree,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Agree,,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,,Agree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,,Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree
1493,526,40-49,Bachelor,Male,,>100000,false,false,false,true,false,,loan,properties first,Strongly Agree,,Somewhat Agree,Neutral,Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,,Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Disagree,Agree,,Somewhat Disagree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,,Somewhat Agree,Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,,Disagree,Strongly Disagree,Disagree,Neutral,Somewhat Agree,Somewhat Agree,,,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Agree,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,,Somewhat Disagree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree
1494,956,30-39,Bachelor,Male,,<25000,false,false,false,true,false,,loan,properties first,Agree,,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,,Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,,Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,,Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,,Agree,Agree,Agree,Somewhat Agree,Agree,Strongly Agree
1495,806,18-29,Bachelor,Male,,50000-75000,false,false,false,true,false,,loan,properties first,Neutral,,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Agree,,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Agree,,Disagree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Strongly Agree,Agree,,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Agree,,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral
1496,2245,30-39,Bachelor,Male,,75000-100000,false,true,false,false,false,,loan,fairness first,Somewhat Disagree,,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Disagree,Neutral,Neutral,,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Disagree,,Somewhat Agree,Somewhat Disagree,Disagree,Neutral,Agree,Somewhat Agree,Somewhat Disagree,,Neutral,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Disagree,,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Neutral,,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Neutral,,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree
1497,1875,18-29,Graduate,Male,,75000-100000,false,false,false,false,true,,loan,fairness first,Strongly Agree,,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree
1498,3200,30-39,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,loan,properties first,Somewhat Agree,,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Agree,Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree
1499,852,40-49,Graduate,Male,,50000-75000,false,false,false,true,false,,loan,properties first,Strongly Agree,,Strongly Agree,Somewhat Agree,Disagree,,Strongly Disagree,Disagree,Agree,,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Neutral,Strongly Disagree,Somewhat Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Somewhat Disagree,,Neutral,Agree,Neutral,Neutral,Disagree,Strongly Disagree,Somewhat Agree,,Neutral,Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Agree,,Somewhat Agree,Agree,Somewhat Disagree,Neutral,Strongly Disagree,Strongly Disagree,Agree,,Somewhat Disagree,Strongly Agree,Agree,Neutral,Disagree,Neutral,Strongly Agree,,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,,Neutral,Disagree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree
1500,1081,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,loan,fairness first,Somewhat Agree,,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,,Agree,Somewhat Agree,,Neutral,Somewhat Agree,Agree,Somewhat Agree,,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,,Somewhat Agree,Agree,Neutral,Neutral,Agree,Somewhat Agree,Agree,,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree
1501,803,30-39,Bachelor,Male,,50000-75000,false,false,false,false,true,,loan,properties first,Neutral,,,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,,Neutral,,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Disagree,,Somewhat Disagree,Neutral,Agree,Neutral,Somewhat Agree,Agree,Disagree,,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,,Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,,,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Neutral,,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral
1502,968,18-29,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,loan,fairness first,Agree,,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,,Agree,Neutral,Strongly Agree,Somewhat Agree,Neutral,Disagree,Agree,,Somewhat Disagree,,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Disagree,Disagree,Agree,,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Agree,,Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Agree,Agree,,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Agree,Neutral,Neutral,Agree,,Agree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
1503,885,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,loan,fairness first,Strongly Agree,,Disagree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Disagree,Strongly Agree,,Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Disagree,Disagree,Agree,,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Neutral,Agree,Strongly Agree,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,,Agree,Somewhat Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Disagree,Disagree
1504,1888,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,loan,fairness first,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1505,427,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,loan,fairness first,Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Strongly Agree,,Strongly Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Agree,,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,,Strongly Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,,Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
1506,889,40-49,Bachelor,Male,,25000-50000,false,false,false,true,false,,loan,fairness first,Agree,,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,,Strongly Agree,Agree,Strongly Agree,,Strongly Agree,Agree,Agree,,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree
1507,1054,30-39,Bachelor,Female,,<25000,false,true,false,false,false,,loan,fairness first,Agree,,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,Agree,Agree,,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree
1508,2280,30-39,Bachelor,Male,,75000-100000,false,true,false,false,false,,loan,properties first,Agree,,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Neutral,Strongly Agree,,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral
1509,1328,18-29,Bachelor,Male,,50000-75000,false,false,false,true,false,,loan,properties first,Somewhat Agree,,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,,Agree,Somewhat Agree,Agree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,,Somewhat Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Strongly Agree,,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree
1510,2332,50-59,High School,Female,,25000-50000,false,false,false,true,false,,loan,properties first,Agree,,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Agree,,Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Agree,,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Agree,,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Somewhat Disagree,Disagree,Somewhat Agree,,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,,Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree
